time,cablecal,temp,pressure,humid,cablecal_baseline,cablecal_clean,cablecal_baseline_ml_pred
2020-02-20 18:07:35,3.856846328,10.99966777,889.3624585,0.202846254,3.856846328,3.856846328,
2020-02-20 18:09:38,3.884427234,11.3,889.3966777,0.197540319,3.884427234,3.884427234,
2020-02-20 18:13:06,3.994451066,11.3,889.3275748,0.197540319,3.994451066,3.994451066,
2020-02-20 18:14:14,3.99864816,11.3,889.3049834,0.197540319,3.99864816,3.99864816,
2020-02-20 18:15:53,4.010040274,11.43953488,889.272093,0.195748639,4.010040274,4.010040274,
2020-02-20 18:17:24,4.051711426,11.59069767,889.2418605,0.193807653,4.051711426,4.051711426,
2020-02-20 18:19:08,4.020233217,11.76345515,889.207309,0.191589382,4.020233217,4.020233217,
2020-02-20 18:22:20,3.968668915,12.02591362,889.2,0.187477504,3.968668915,3.968668915,
2020-02-20 18:24:10,3.949182405,12.17209302,889.2,0.185120509,3.949182405,3.949182405,
2020-02-20 18:26:24,3.946484273,12.2,889.2,0.184118215,3.946484273,3.946484273,
2020-02-20 18:27:51,3.959375349,12.2,889.2,0.183692976,3.959375349,3.959375349,
2020-02-20 18:29:27,3.974664764,12.2,889.2,0.183223746,3.974664764,3.974664764,
2020-02-20 18:32:34,3.898217687,11.95813953,889.1395349,0.186155483,3.898217687,3.898217687,
2020-02-20 18:34:06,4.016335916,11.8358804,889.1089701,0.187649813,4.016335916,4.016335916,
2020-02-20 18:36:15,4.073596275,11.83388704,889.066113,0.188178074,4.073596275,4.073596275,
2020-02-20 18:38:50,4.088286105,11.88538206,889.0146179,0.188314395,4.088286105,4.088286105,
2020-02-20 18:40:40,4.091583822,12.14119601,889.0,0.185477589,4.091583822,4.091583822,
2020-02-20 18:42:42,4.096980087,12.58704319,889.0,0.180162264,4.096980087,4.096980087,
2020-02-20 18:46:13,4.157538163,13.0,888.9675497,0.175239053,4.157538163,4.157538163,
2020-02-20 18:47:30,4.158437541,13.0,888.942053,0.175239053,4.158437541,4.158437541,
2020-02-20 18:49:12,4.151242522,13.0,888.9082781,0.175239053,4.151242522,4.151242522,
2020-02-20 18:50:33,4.161435465,13.0372093,888.8813953,0.174816245,4.161435465,4.161435465,
2020-02-20 18:51:57,4.172827579,13.09302326,888.8534884,0.174182034,4.172827579,4.172827579,
